OTHER OFFENSE,THEFT,CRIMINAL DAMAGE,WEAPONS VIOLATION,BATTERY,OFFENSE INVOLVING CHILDREN,CRIM SEXUAL ASSAULT,NARCOTICS,GAMBLING,SEX OFFENSE,ASSAULT,PUBLIC PEACE VIOLATION,BURGLARY,MOTOR VEHICLE THEFT,DECEPTIVE PRACTICE,LIQUOR LAW VIOLATION,ROBBERY,CRIMINAL TRESPASS,INTERFERENCE WITH PUBLIC OFFICER,HOMICIDE,KIDNAPPING,PROSTITUTION,STALKING,INTIMIDATION,CRIMINAL SEXUAL ASSAULT,ARSON,RITUALISM,DOMESTIC VIOLENCE,OBSCENITY,OTHER NARCOTIC VIOLATION,PUBLIC INDECENCY,CONCEALED CARRY LICENSE VIOLATION,NON-CRIMINAL,HUMAN TRAFFICKING,NON-CRIMINAL (SUBJECT SPECIFIED),NON - CRIMINAL
40,140,78,11,153,7,4.0,19,0.0,2.0,35,2,34,32,30,0,47,21,2,2.0,1,0.0,0,1,1,3.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
43,173,74,12,130,2,5.0,28,1.0,4.0,45,5,31,41,64,0,40,13,3,3.0,0,0.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56,172,83,16,113,6,1.0,27,1.0,2.0,43,3,35,29,51,0,37,14,3,1.0,0,4.0,0,0,1,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
52,186,63,8,125,4,1.0,36,0.0,2.0,50,2,43,26,56,0,24,24,0,1.0,0,3.0,0,0,1,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,216,90,16,92,9,4.0,49,0.0,5.0,47,4,30,34,56,0,32,21,2,3.0,4,1.0,0,0,2,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
47,182,64,13,101,3,3.0,38,0.0,5.0,49,2,53,28,66,0,42,30,4,0.0,3,2.0,0,2,2,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
37,189,91,11,125,6,4.0,23,0.0,6.0,38,5,31,43,45,0,30,11,1,0.0,0,0.0,0,0,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,150,86,14,150,7,5.0,23,0.0,2.0,56,4,32,37,33,0,42,14,1,2.0,1,1.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
36,206,75,11,116,9,4.0,40,0.0,3.0,56,3,39,38,57,0,41,24,1,1.0,0,0.0,0,0,0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
39,164,75,4,114,3,3.0,38,0.0,4.0,43,3,46,36,41,0,36,15,1,1.0,0,4.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,166,62,8,99,3,4.0,40,0.0,1.0,33,2,40,31,60,0,41,17,2,2.0,0,1.0,1,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,122,82,5,131,3,2.0,7,1.0,3.0,46,2,26,24,28,0,18,10,1,1.0,0,2.0,0,0,0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
45,192,83,14,116,1,1.0,23,0.0,1.0,42,1,28,29,56,0,25,12,1,4.0,0,6.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
45,184,90,17,137,6,2.0,20,0.0,1.0,56,2,21,30,27,0,49,17,2,1.0,0,2.0,0,0,0,3.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
39,153,81,11,130,4,9.0,29,0.0,1.0,40,2,27,30,32,0,47,18,5,2.0,1,0.0,1,1,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
47,205,95,6,130,5,3.0,28,2.0,2.0,51,4,44,35,61,0,33,17,2,1.0,2,1.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,181,80,7,123,9,3.0,47,0.0,2.0,53,5,45,27,75,0,38,16,4,1.0,0,12.0,1,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
57,197,99,8,117,6,1.0,21,1.0,5.0,62,0,37,27,62,1,29,19,3,0.0,2,13.0,1,0,1,1.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,210,74,13,124,7,2.0,38,0.0,1.0,37,3,32,24,72,0,43,16,3,1.0,0,7.0,0,0,0,2.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
59,237,78,15,139,23,9.0,37,1.0,8.0,53,3,38,33,112,1,45,16,2,2.0,0,6.0,1,0,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,194,79,20,135,8,7.0,22,0.0,3.0,45,3,35,38,49,2,40,22,4,1.0,1,11.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
36,163,86,9,147,11,3.0,16,0.0,4.0,56,2,25,29,33,0,30,15,5,1.0,1,0.0,1,0,0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,208,102,18,150,2,0.0,41,0.0,2.0,52,2,40,37,58,1,34,21,0,0.0,2,0.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
43,185,73,9,115,8,4.0,37,0.0,3.0,41,6,29,34,77,0,25,16,2,0.0,1,4.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,174,68,11,111,5,2.0,36,0.0,5.0,65,3,31,33,57,0,38,16,1,1.0,0,0.0,0,1,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,147,71,5,110,6,1.0,25,1.0,1.0,41,4,28,40,56,0,29,16,1,1.0,0,0.0,0,0,1,3.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
38,183,75,8,136,6,4.0,28,0.0,4.0,46,3,34,44,56,1,37,22,4,1.0,0,5.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,169,76,10,131,6,4.0,21,0.0,3.0,30,5,24,39,46,1,40,19,5,1.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,143,85,11,123,11,6.0,26,0.0,2.0,35,3,28,33,44,0,37,20,5,3.0,1,0.0,0,1,0,0.0,0.0,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,
55,192,86,6,119,10,1.0,23,0.0,3.0,42,3,33,33,64,0,34,26,4,2.0,1,0.0,0,2,0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
38,194,64,8,106,7,1.0,24,0.0,2.0,57,4,35,27,74,0,21,14,1,2.0,1,1.0,0,1,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,178,61,14,118,6,3.0,31,0.0,2.0,44,2,59,27,61,0,26,9,0,3.0,1,3.0,0,0,1,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,179,76,10,123,5,4.0,18,0.0,3.0,45,2,36,37,72,0,30,19,1,2.0,2,4.0,1,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
74,182,62,12,126,9,3.0,22,0.0,3.0,46,1,37,31,76,0,49,29,5,0.0,0,0.0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,219,81,15,126,5,5.0,32,0.0,2.0,55,2,25,32,61,0,44,21,4,3.0,1,0.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
31,174,80,19,145,9,7.0,30,0.0,2.0,31,3,30,40,65,1,38,15,3,4.0,0,0.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54,211,76,11,108,4,0.0,23,0.0,3.0,51,1,35,22,67,0,40,16,2,2.0,0,0.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,223,88,17,105,7,4.0,20,0.0,3.0,62,3,41,30,57,0,35,14,2,0.0,0,0.0,0,2,0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
44,181,72,8,111,7,4.0,40,0.0,3.0,49,4,32,32,49,0,46,14,4,0.0,0,2.0,0,1,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,209,69,18,116,4,0.0,31,0.0,6.0,45,4,38,35,67,0,35,27,2,2.0,0,1.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,211,77,14,112,13,6.0,33,0.0,3.0,43,4,47,44,71,0,43,15,4,0.0,2,0.0,0,0,1,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
38,201,78,12,142,6,5.0,17,0.0,3.0,47,3,30,34,42,1,36,15,1,3.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,143,50,6,101,5,2.0,8,0.0,2.0,39,1,27,32,22,0,37,7,0,1.0,1,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,69,43,2,111,5,1.0,3,0.0,2.0,43,1,21,30,14,0,20,8,0,1.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,128,51,8,91,6,2.0,19,0.0,1.0,33,3,23,30,51,0,24,13,6,0.0,0,0.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
40,120,48,7,82,4,5.0,29,0.0,1.0,32,1,18,41,47,0,28,15,2,1.0,0,0.0,0,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,163,58,8,81,0,1.0,34,0.0,0.0,37,3,24,37,58,0,35,14,3,1.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,162,40,12,91,6,2.0,22,0.0,1.0,38,1,34,23,52,0,31,13,2,1.0,0,0.0,2,1,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,150,54,8,121,4,5.0,27,0.0,4.0,38,3,15,45,65,0,33,7,3,0.0,0,0.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
25,104,58,17,129,3,5.0,14,0.0,0.0,33,1,31,48,23,1,32,13,1,0.0,1,0.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
67,136,67,20,162,122,12.0,17,0.0,43.0,38,2,32,66,133,1,30,11,2,4.0,0,0.0,1,1,16,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,128,46,9,89,1,2.0,25,0.0,0.0,28,3,20,51,63,1,28,17,1,0.0,0,0.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,159,38,12,81,1,3.0,34,2.0,0.0,39,3,19,25,56,1,37,17,3,1.0,1,3.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
43,134,47,15,102,6,0.0,22,1.0,0.0,42,2,31,46,48,0,32,23,4,0.0,0,0.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
45,164,63,9,107,7,3.0,28,0.0,2.0,53,1,24,44,61,1,34,16,2,1.0,0,0.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,111,51,13,132,3,5.0,21,1.0,2.0,48,5,28,34,37,2,24,20,3,3.0,0,0.0,2,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,108,55,8,120,6,0.0,18,0.0,0.0,39,0,23,33,29,0,41,16,2,2.0,0,4.0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,164,54,13,98,6,1.0,43,0.0,2.0,40,3,28,28,42,0,37,23,3,0.0,0,0.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,158,47,10,98,4,1.0,48,0.0,1.0,46,4,46,40,54,1,32,22,1,4.0,0,0.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,183,75,10,112,11,1.0,46,0.0,4.0,49,2,32,26,55,0,32,28,3,2.0,0,5.0,2,0,1,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
53,164,90,13,101,5,1.0,35,0.0,3.0,64,3,36,22,57,1,25,18,6,3.0,0,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,164,78,18,111,8,4.0,40,0.0,3.0,46,2,28,38,62,1,42,17,3,1.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,134,59,10,121,2,3.0,26,0.0,0.0,45,0,31,35,51,1,30,18,4,0.0,0,0.0,0,0,3,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
39,118,58,13,137,5,2.0,22,0.0,1.0,33,3,18,30,32,0,32,18,2,1.0,0,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,120,45,12,84,6,7.0,35,0.0,0.0,35,3,27,34,49,0,21,13,1,0.0,0,0.0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
45,146,43,6,111,4,5.0,33,0.0,0.0,48,4,25,42,57,1,24,16,1,0.0,1,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,149,60,15,118,12,7.0,39,0.0,1.0,43,2,34,37,45,2,19,15,5,0.0,1,0.0,1,0,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,162,58,14,91,5,1.0,31,0.0,2.0,45,4,35,31,58,2,22,23,1,2.0,0,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,179,74,19,111,3,4.0,49,0.0,3.0,35,0,42,27,64,2,25,16,4,0.0,1,2.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55,194,67,14,134,4,4.0,49,0.0,0.0,52,4,33,21,37,1,34,17,3,2.0,0,1.0,1,0,0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,
29,168,81,12,142,3,3.0,41,0.0,5.0,59,3,32,25,48,1,36,19,3,3.0,0,1.0,0,0,0,2.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
50,197,74,22,103,5,6.0,37,0.0,4.0,52,5,32,29,47,1,29,21,2,3.0,3,0.0,0,0,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
43,177,65,13,113,5,1.0,42,0.0,0.0,57,1,48,29,60,0,34,21,4,1.0,2,1.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43,144,56,7,107,3,4.0,43,0.0,1.0,45,3,35,24,49,0,20,20,1,2.0,3,2.0,0,0,1,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,160,72,12,126,4,4.0,35,0.0,0.0,52,5,25,23,41,0,26,9,3,0.0,0,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,168,88,18,140,8,3.0,45,0.0,2.0,55,5,40,23,55,1,27,27,2,1.0,1,5.0,2,0,0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
45,189,76,21,146,4,5.0,45,1.0,2.0,43,3,30,26,58,2,26,18,4,2.0,1,5.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
41,139,65,15,157,5,6.0,37,0.0,2.0,50,3,29,25,46,0,27,18,3,0.0,0,0.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
47,187,57,8,105,3,3.0,23,0.0,2.0,45,2,24,29,68,0,24,16,4,0.0,0,0.0,2,0,0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,
46,157,56,17,113,4,1.0,30,0.0,0.0,42,4,33,37,44,0,20,24,3,1.0,1,0.0,1,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,194,66,12,118,7,1.0,44,0.0,2.0,48,5,32,27,46,0,28,22,3,4.0,1,0.0,0,3,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
76,183,56,8,86,13,6.0,34,0.0,5.0,65,2,28,25,102,0,18,22,2,0.0,2,2.0,1,0,5,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,158,44,8,98,14,1.0,50,0.0,2.0,48,0,31,32,83,2,31,24,2,2.0,0,1.0,0,0,1,3.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,128,68,8,119,3,5.0,41,0.0,1.0,32,5,22,26,55,1,28,19,6,4.0,0,3.0,1,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,102,62,7,119,7,5.0,16,0.0,2.0,45,2,18,17,29,1,18,18,2,1.0,0,0.0,0,0,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,117,49,6,102,8,4.0,22,0.0,1.0,38,0,23,27,52,0,26,20,1,1.0,1,0.0,3,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43,136,37,9,114,5,2.0,40,0.0,5.0,36,2,23,30,52,0,17,22,3,3.0,0,4.0,2,0,0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
42,120,46,16,86,4,1.0,36,0.0,6.0,35,3,28,18,49,1,23,22,5,2.0,0,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,124,38,2,93,5,4.0,43,0.0,3.0,39,3,28,24,62,0,19,14,0,1.0,1,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,112,34,13,100,5,1.0,17,0.0,2.0,40,3,25,29,53,0,13,19,3,1.0,0,0.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,119,49,10,107,4,1.0,30,0.0,1.0,38,1,20,21,42,1,28,15,4,2.0,0,0.0,0,0,2,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
36,94,61,11,127,3,4.0,28,0.0,3.0,42,1,23,15,39,1,23,19,2,2.0,0,0.0,1,0,1,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,125,59,7,96,5,3.0,50,0.0,2.0,48,4,14,18,53,0,17,23,4,2.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
50,153,39,7,115,8,2.0,40,0.0,2.0,51,4,34,26,57,0,32,17,3,2.0,1,1.0,0,0,1,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
50,136,70,8,136,7,2.0,42,0.0,3.0,55,4,23,18,54,0,25,25,0,0.0,0,0.0,0,1,1,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
52,153,54,13,129,3,5.0,52,1.0,3.0,71,3,29,19,65,0,29,17,1,0.0,0,0.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,162,72,8,113,9,5.0,26,0.0,2.0,63,3,34,20,51,0,29,19,2,2.0,2,0.0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,149,84,8,123,4,2.0,11,0.0,0.0,40,0,16,24,46,0,28,16,3,1.0,0,0.0,1,2,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,115,72,11,138,3,9.0,19,0.0,3.0,47,5,27,28,22,1,17,19,7,2.0,1,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
48,139,80,7,107,2,2.0,30,0.0,0.0,55,3,30,26,41,0,23,21,6,4.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53,127,62,8,112,6,6.0,33,0.0,4.0,58,4,32,19,68,0,17,25,5,1.0,0,0.0,1,2,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,161,53,12,112,5,4.0,40,0.0,0.0,57,4,21,23,57,0,22,23,5,0.0,1,1.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
45,156,69,19,118,9,4.0,38,0.0,3.0,64,3,20,23,48,0,27,20,5,3.0,1,0.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
51,168,61,14,104,7,2.0,53,0.0,2.0,57,5,28,24,49,0,22,20,3,0.0,0,0.0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,155,90,17,162,4,1.0,32,0.0,2.0,37,1,22,14,34,1,26,13,4,3.0,1,5.0,2,0,1,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,
35,158,81,11,149,5,6.0,31,0.0,5.0,43,3,17,20,43,0,29,15,1,2.0,0,1.0,0,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,139,61,16,125,4,1.0,45,0.0,6.0,47,2,25,18,60,0,14,21,4,1.0,1,0.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,161,70,23,107,6,5.0,55,0.0,0.0,54,4,30,21,60,0,15,25,5,0.0,0,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,150,51,19,103,6,8.0,42,0.0,3.0,50,4,27,21,67,0,19,15,5,1.0,2,0.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58,165,81,10,130,23,11.0,36,0.0,10.0,79,1,25,22,136,0,27,17,3,1.0,1,0.0,1,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,153,80,13,115,6,2.0,51,0.0,1.0,53,6,24,20,64,0,27,18,4,1.0,0,3.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
44,136,82,12,155,2,4.0,42,0.0,2.0,45,4,20,27,45,2,20,10,2,2.0,0,2.0,0,1,2,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
46,143,78,8,135,3,1.0,46,1.0,1.0,49,3,16,22,39,1,26,16,11,1.0,0,1.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,144,67,9,125,6,3.0,47,0.0,0.0,52,2,32,26,54,0,21,26,2,1.0,0,0.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56,154,58,7,114,4,2.0,42,0.0,4.0,62,3,17,18,63,1,18,21,4,1.0,1,0.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,157,44,12,98,6,0.0,50,0.0,4.0,59,8,28,30,56,0,24,23,3,1.0,0,0.0,2,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,125,74,24,119,8,4.0,36,0.0,3.0,48,3,32,29,53,1,13,24,4,2.0,2,0.0,0,0,2,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55,167,92,20,118,6,9.0,43,0.0,7.0,42,5,30,33,60,3,25,21,3,0.0,1,1.0,1,0,0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
45,155,70,13,151,3,4.0,42,1.0,3.0,53,3,24,16,45,1,32,15,5,3.0,0,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,132,75,10,143,3,4.0,36,0.0,4.0,54,4,19,20,31,2,24,15,4,2.0,0,1.0,1,0,1,2.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
44,163,61,16,117,8,1.0,35,0.0,1.0,51,3,32,19,51,0,33,21,4,0.0,0,0.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,154,66,13,120,5,2.0,34,0.0,3.0,56,1,23,32,51,1,14,16,2,1.0,1,0.0,0,3,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,144,71,11,136,6,1.0,46,0.0,5.0,51,8,28,20,48,0,20,18,5,0.0,2,1.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
48,161,63,9,129,10,2.0,38,0.0,1.0,62,1,24,25,61,0,30,22,2,0.0,1,0.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,157,71,14,118,7,5.0,50,0.0,2.0,74,7,29,22,57,1,19,19,1,2.0,1,1.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
43,167,109,13,184,8,7.0,47,0.0,2.0,49,4,19,24,47,3,23,17,5,4.0,0,0.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
56,143,72,16,159,9,3.0,34,2.0,2.0,45,3,22,29,51,0,22,18,2,2.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,136,69,14,126,6,2.0,40,0.0,2.0,36,1,35,29,67,0,39,16,4,0.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58,151,80,8,117,12,3.0,46,0.0,5.0,55,7,36,15,66,1,26,21,3,1.0,0,0.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
47,159,73,9,131,6,5.0,36,0.0,3.0,54,7,26,20,62,1,19,17,2,2.0,0,7.0,2,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,160,89,11,95,6,2.0,39,1.0,3.0,45,2,27,23,59,0,25,18,6,1.0,0,5.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
56,169,82,14,133,6,1.0,57,2.0,5.0,59,3,35,26,46,1,24,23,4,3.0,0,0.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,163,70,16,134,4,4.0,28,0.0,1.0,44,3,26,26,41,1,21,16,6,0.0,0,7.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,141,84,13,163,6,3.0,43,0.0,1.0,45,4,24,16,31,1,22,22,4,1.0,1,0.0,0,0,1,0.0,0.0,,3.0,0.0,0.0,2.0,0.0,0.0,0.0,
45,169,75,11,119,7,5.0,40,1.0,2.0,33,4,31,28,78,0,23,20,3,0.0,0,0.0,2,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60,148,73,7,122,6,2.0,32,0.0,3.0,53,1,32,31,44,0,30,24,1,0.0,2,3.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,160,81,14,125,4,3.0,52,0.0,1.0,40,7,28,20,58,0,26,22,3,0.0,0,5.0,1,0,1,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,147,72,11,92,4,4.0,40,0.0,3.0,62,3,27,17,53,0,17,19,5,2.0,1,0.0,1,0,1,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
