OTHER OFFENSE,THEFT,CRIMINAL DAMAGE,WEAPONS VIOLATION,BATTERY,OFFENSE INVOLVING CHILDREN,CRIM SEXUAL ASSAULT,NARCOTICS,GAMBLING,SEX OFFENSE,ASSAULT,PUBLIC PEACE VIOLATION,BURGLARY,MOTOR VEHICLE THEFT,DECEPTIVE PRACTICE,LIQUOR LAW VIOLATION,ROBBERY,CRIMINAL TRESPASS,INTERFERENCE WITH PUBLIC OFFICER,HOMICIDE,KIDNAPPING,PROSTITUTION,STALKING,INTIMIDATION,CRIMINAL SEXUAL ASSAULT,ARSON,RITUALISM,DOMESTIC VIOLENCE,OBSCENITY,OTHER NARCOTIC VIOLATION,PUBLIC INDECENCY,CONCEALED CARRY LICENSE VIOLATION,NON-CRIMINAL,HUMAN TRAFFICKING,NON-CRIMINAL (SUBJECT SPECIFIED),NON - CRIMINAL
58,291,148,8,247,9,6.0,138,4.0,16.0,97,8,66,72,45,9,43,46,2,0.0,2,20.0,2,2,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
68,288,145,14,250,5,5.0,135,1.0,13.0,69,4,72,79,39,5,39,41,1,2.0,0,17.0,0,2,0,1.0,0.0,,1.0,0.0,1.0,0.0,,,,
127,403,172,13,242,26,17.0,145,5.0,23.0,87,12,90,94,73,3,65,33,1,2.0,7,18.0,0,0,3,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
81,259,190,11,273,3,7.0,144,1.0,4.0,97,8,71,87,35,2,56,43,1,5.0,2,14.0,0,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
81,226,161,11,250,6,8.0,144,5.0,3.0,72,9,33,63,21,4,44,31,1,1.0,3,5.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
71,306,155,9,206,5,4.0,177,4.0,7.0,86,14,75,85,47,4,63,43,1,2.0,3,1.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
75,265,154,7,194,2,7.0,134,2.0,10.0,91,9,87,78,44,2,48,43,1,3.0,5,15.0,1,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
86,300,143,13,236,10,1.0,143,4.0,12.0,92,8,69,66,43,4,44,37,0,2.0,3,20.0,1,4,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
91,277,136,11,256,10,4.0,149,1.0,3.0,90,7,68,71,45,5,36,30,1,2.0,3,23.0,0,4,1,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
81,298,149,12,282,7,4.0,125,6.0,8.0,92,8,68,83,45,4,42,34,3,1.0,2,13.0,0,2,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
59,304,151,21,335,7,2.0,108,5.0,9.0,91,4,73,67,30,5,49,31,1,2.0,5,19.0,2,2,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
68,268,159,16,388,9,9.0,111,3.0,8.0,87,4,58,84,27,7,60,36,2,0.0,1,4.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
92,291,144,11,281,6,5.0,192,4.0,10.0,113,7,74,90,51,10,39,41,1,2.0,2,8.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
91,286,147,12,329,8,4.0,104,4.0,5.0,103,9,65,58,37,5,51,39,2,3.0,2,9.0,2,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
80,309,165,7,342,4,5.0,105,1.0,5.0,94,8,76,84,40,7,45,31,1,0.0,4,15.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
70,287,179,11,309,4,6.0,108,2.0,10.0,93,9,77,79,36,5,48,33,1,4.0,3,13.0,0,2,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
96,329,153,14,263,6,2.0,117,2.0,3.0,84,10,65,92,43,6,50,44,1,0.0,8,26.0,1,3,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
86,256,162,12,390,11,6.0,87,1.0,3.0,84,10,72,61,37,7,42,31,1,1.0,5,8.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
78,260,164,11,423,12,7.0,67,2.0,9.0,113,10,62,86,18,4,54,33,1,4.0,6,5.0,0,1,0,4.0,0.0,,1.0,0.0,0.0,0.0,,,,
81,333,172,20,298,7,6.0,128,5.0,6.0,76,9,79,88,60,7,46,48,2,1.0,5,12.0,0,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,,,,
89,305,168,16,278,6,1.0,232,2.0,4.0,122,12,70,60,45,8,53,39,2,3.0,5,9.0,0,2,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
104,301,168,15,268,5,4.0,150,4.0,6.0,95,6,72,61,47,2,47,30,0,1.0,6,10.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
88,292,164,10,250,2,2.0,125,4.0,4.0,78,6,63,60,46,1,48,34,1,3.0,4,36.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
66,290,162,7,259,6,0.0,157,4.0,11.0,86,5,73,94,47,3,36,39,3,3.0,7,12.0,1,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
76,264,155,9,300,7,1.0,114,1.0,3.0,85,4,63,95,33,4,50,32,3,7.0,3,12.0,0,0,0,4.0,0.0,,0.0,0.0,1.0,0.0,,,,
70,246,171,10,318,6,8.0,105,2.0,1.0,94,8,62,75,20,2,40,28,2,2.0,4,10.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
87,294,168,10,273,9,8.0,130,7.0,5.0,83,3,65,71,46,5,56,39,1,1.0,0,18.0,1,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
72,269,149,12,271,3,8.0,171,5.0,11.0,87,2,76,65,47,5,36,38,1,4.0,4,21.0,1,2,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
72,262,138,9,286,4,2.0,160,4.0,6.0,100,2,83,70,47,8,32,36,1,2.0,6,23.0,3,2,0,6.0,0.0,,0.0,0.0,0.0,0.0,,,,
82,283,148,16,283,6,5.0,133,3.0,5.0,99,9,69,75,38,5,45,37,0,1.0,4,31.0,2,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
64,299,156,8,308,8,6.0,142,1.0,5.0,106,5,66,82,49,6,66,32,7,3.0,3,20.0,2,0,0,6.0,0.0,,0.0,0.0,0.0,0.0,,,,
73,250,169,5,367,11,15.0,127,3.0,6.0,87,11,65,54,34,3,57,42,0,4.0,4,13.0,0,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
110,334,170,19,341,20,11.0,129,2.0,12.0,119,9,67,86,48,11,61,30,2,1.0,4,14.0,1,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
76,284,192,13,230,9,5.0,128,5.0,11.0,105,10,67,79,38,5,51,40,0,3.0,5,9.0,0,1,0,6.0,0.0,,0.0,0.0,0.0,0.0,,,,
84,289,185,7,278,4,4.0,93,0.0,6.0,82,8,79,75,28,2,56,22,2,0.0,2,7.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
72,220,204,16,390,11,3.0,111,0.0,10.0,94,10,58,74,28,4,51,33,0,2.0,4,14.0,1,0,0,10.0,0.0,,0.0,0.0,0.0,0.0,,,,
78,272,169,10,311,6,6.0,93,3.0,10.0,108,2,79,64,43,2,69,19,3,2.0,5,10.0,2,0,0,10.0,0.0,,1.0,0.0,0.0,0.0,,,,
93,322,169,9,270,7,5.0,137,0.0,2.0,83,11,85,78,44,7,44,33,3,1.0,10,28.0,0,0,0,14.0,0.0,,0.0,0.0,0.0,0.0,,,,
77,294,188,9,324,13,4.0,125,0.0,6.0,81,9,70,81,37,12,51,37,1,1.0,5,17.0,0,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,,,,
74,253,178,18,341,6,7.0,127,5.0,7.0,99,4,75,65,28,4,34,30,3,3.0,2,11.0,0,0,0,11.0,0.0,,0.0,0.0,0.0,0.0,,,,
90,325,167,9,266,5,5.0,123,4.0,8.0,85,7,84,93,46,5,47,33,0,4.0,3,17.0,0,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,,,,
82,333,179,4,267,7,2.0,138,5.0,15.0,105,7,82,81,44,10,58,36,0,6.0,5,22.0,2,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
66,290,162,11,248,4,4.0,151,5.0,8.0,103,3,75,85,48,10,62,34,0,1.0,5,18.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
69,313,140,8,266,6,2.0,172,8.0,4.0,90,10,75,80,41,4,48,39,0,0.0,4,30.0,1,4,1,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
68,335,187,5,294,10,4.0,135,7.0,14.0,83,9,96,85,48,8,58,29,0,4.0,4,23.0,1,2,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
65,297,153,8,333,9,7.0,109,3.0,8.0,113,9,85,83,26,0,71,37,1,1.0,2,18.0,0,2,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
68,264,191,13,358,10,7.0,72,1.0,5.0,108,5,61,98,28,5,58,29,1,1.0,2,4.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
79,342,161,13,295,6,5.0,121,5.0,9.0,121,6,98,103,40,5,48,37,2,1.0,2,11.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
105,319,155,11,243,6,8.0,135,4.0,9.0,100,5,86,70,37,8,59,32,0,5.0,2,21.0,0,3,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
78,309,166,10,267,11,6.0,124,1.0,6.0,84,4,91,93,34,5,54,34,0,2.0,6,16.0,1,0,0,3.0,0.0,,1.0,0.0,0.0,0.0,,,,
90,298,174,17,271,7,4.0,118,3.0,10.0,108,2,70,74,30,1,50,39,1,5.0,3,22.0,0,1,0,5.0,0.0,,0.0,0.0,0.0,0.0,,,,
94,333,189,8,291,4,10.0,146,5.0,8.0,81,8,78,104,48,8,54,43,1,1.0,3,31.0,0,0,0,6.0,0.0,,0.0,1.0,0.0,0.0,,,,
83,284,173,10,380,3,6.0,121,1.0,10.0,101,7,81,84,41,7,56,33,1,2.0,3,11.0,1,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
83,286,202,6,331,4,5.0,119,1.0,3.0,92,10,79,85,20,5,49,35,1,2.0,1,6.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
97,323,154,9,258,7,7.0,126,7.0,6.0,107,6,98,86,51,3,61,34,3,8.0,1,12.0,2,0,0,1.0,0.0,,0.0,1.0,0.0,0.0,,,,
100,284,138,6,287,3,7.0,141,4.0,15.0,97,8,90,85,43,3,39,37,0,4.0,3,21.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
104,335,167,11,247,6,9.0,147,6.0,6.0,83,8,82,85,50,3,38,45,1,3.0,3,21.0,1,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
107,320,150,15,254,3,6.0,138,2.0,10.0,93,3,80,83,49,5,54,37,0,0.0,1,21.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
78,319,174,15,263,6,10.0,156,1.0,6.0,93,13,89,71,43,3,51,35,2,4.0,8,21.0,0,1,1,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
81,305,166,7,345,4,8.0,108,2.0,4.0,115,3,87,96,17,3,64,25,2,3.0,2,6.0,0,3,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
71,276,159,11,366,11,7.0,121,0.0,8.0,93,4,72,85,19,4,59,31,2,5.0,1,15.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
115,357,155,13,234,4,2.0,111,5.0,3.0,96,6,93,91,57,5,58,33,0,1.0,3,17.0,1,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
86,333,154,15,264,0,6.0,122,4.0,5.0,97,7,87,67,32,7,45,35,0,2.0,3,39.0,1,1,1,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
128,415,148,11,258,16,17.0,133,4.0,20.0,102,5,68,87,61,5,55,35,0,0.0,0,14.0,0,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,,,,
72,275,144,5,259,1,5.0,126,2.0,9.0,99,7,76,79,37,3,66,23,0,3.0,2,15.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
90,306,155,16,250,7,5.0,139,8.0,5.0,96,4,81,78,52,4,61,37,1,0.0,6,11.0,1,1,1,1.0,0.0,,1.0,0.0,0.0,0.0,,,,
130,313,178,12,389,2,4.0,101,3.0,7.0,91,2,57,85,24,3,62,32,1,5.0,1,12.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
97,275,179,11,366,4,4.0,107,3.0,8.0,109,5,69,84,17,7,63,41,1,1.0,6,10.0,0,0,1,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
92,345,167,13,270,6,2.0,130,3.0,9.0,98,9,98,84,50,5,63,35,2,1.0,1,11.0,1,1,0,7.0,0.0,,0.0,0.0,0.0,0.0,,,,
96,311,157,10,288,8,5.0,131,4.0,8.0,93,11,80,77,44,3,54,40,0,1.0,3,15.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
84,319,176,10,287,7,4.0,123,2.0,9.0,102,10,84,61,39,3,47,41,2,2.0,2,15.0,0,0,0,3.0,0.0,,0.0,0.0,1.0,0.0,,,,
89,277,150,6,260,6,4.0,137,4.0,7.0,91,6,80,78,47,3,42,33,0,1.0,1,19.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
95,352,168,13,256,9,4.0,181,4.0,7.0,102,11,85,90,52,4,49,43,0,1.0,16,18.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
64,274,171,6,330,2,3.0,93,2.0,6.0,110,11,79,72,36,2,68,38,1,1.0,7,13.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
78,277,164,10,347,6,2.0,118,0.0,4.0,92,6,69,82,24,9,50,50,1,3.0,1,7.0,1,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,,,,
97,324,170,12,234,3,6.0,150,8.0,4.0,88,5,74,72,41,4,59,37,1,0.0,1,17.0,1,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
85,315,144,10,243,4,4.0,167,7.0,8.0,110,8,79,60,40,5,54,38,1,1.0,1,21.0,0,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,,,,
111,348,146,11,258,2,6.0,152,1.0,10.0,102,6,87,93,57,3,48,45,2,1.0,1,26.0,0,1,1,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
89,308,182,17,233,5,4.0,165,3.0,3.0,79,5,86,74,48,5,64,32,4,3.0,1,19.0,1,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
65,319,150,12,227,8,3.0,132,4.0,4.0,106,7,77,77,38,6,38,32,1,1.0,7,18.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
79,314,173,7,261,5,5.0,107,2.0,2.0,95,10,59,62,28,3,51,26,2,6.0,2,18.0,2,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
65,246,174,13,264,10,5.0,104,1.0,7.0,94,5,66,73,19,5,48,28,2,4.0,1,7.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
74,325,205,12,264,7,4.0,143,3.0,8.0,100,8,76,60,56,3,57,36,2,1.0,2,15.0,3,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
77,300,176,11,214,0,7.0,158,4.0,8.0,77,4,91,71,34,3,44,47,2,0.0,2,17.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
77,275,151,12,240,11,2.0,140,3.0,7.0,116,3,95,74,41,3,54,45,0,4.0,1,22.0,0,2,0,3.0,0.0,,1.0,0.0,0.0,0.0,,,,
71,275,159,10,239,6,9.0,127,4.0,6.0,101,12,78,73,38,7,46,25,2,1.0,1,16.0,0,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,
83,310,139,9,261,9,6.0,153,3.0,5.0,94,7,89,71,44,5,69,30,0,0.0,3,27.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
76,292,169,13,285,7,9.0,91,4.0,3.0,104,7,76,76,37,5,76,35,1,2.0,3,10.0,0,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
58,293,186,15,319,4,6.0,126,3.0,4.0,94,11,79,71,29,7,51,38,2,2.0,5,11.0,0,0,0,5.0,0.0,,0.0,0.0,1.0,0.0,,,,
73,313,174,13,285,6,6.0,124,4.0,10.0,92,9,90,79,54,6,62,42,1,4.0,2,33.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
79,350,151,9,236,7,5.0,134,5.0,7.0,110,6,93,72,44,1,52,24,1,1.0,1,18.0,2,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
85,300,166,19,270,6,4.0,153,2.0,9.0,106,5,70,77,58,4,49,36,1,3.0,2,27.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
82,349,165,16,247,4,9.0,152,4.0,4.0,90,5,82,75,40,4,43,36,1,2.0,2,12.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
73,314,171,7,228,8,5.0,240,5.0,2.0,78,5,78,74,55,3,59,42,1,3.0,4,13.0,0,0,0,4.0,1.0,,0.0,0.0,0.0,0.0,,,,
119,386,173,18,295,25,7.0,89,4.0,15.0,83,4,74,78,70,4,66,38,2,5.0,4,18.0,1,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
75,272,181,10,300,8,9.0,91,3.0,4.0,96,5,66,84,22,2,47,32,3,0.0,5,4.0,1,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
74,250,140,10,315,4,4.0,190,3.0,5.0,100,4,71,61,23,1,57,28,2,1.0,5,12.0,0,1,0,7.0,0.0,,0.0,0.0,0.0,0.0,,,,
77,303,133,17,237,7,8.0,159,6.0,3.0,94,7,73,88,58,6,63,41,0,0.0,2,17.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,
90,309,119,13,211,4,4.0,143,7.0,7.0,90,3,63,77,49,7,48,38,0,2.0,0,19.0,1,1,0,2.0,0.0,,1.0,0.0,0.0,0.0,,,,
61,323,131,10,242,8,4.0,179,1.0,8.0,99,9,82,86,36,3,56,45,4,2.0,4,24.0,0,0,0,6.0,0.0,,0.0,0.0,0.0,0.0,,,,
80,337,153,15,290,8,6.0,145,6.0,4.0,114,4,116,73,61,3,59,55,3,4.0,3,28.0,1,1,0,0.0,0.0,,1.0,0.0,0.0,0.0,,,,
66,324,194,10,368,7,3.0,100,6.0,4.0,114,3,96,86,41,7,74,39,0,5.0,4,20.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
48,259,204,9,279,2,4.0,114,0.0,6.0,102,4,66,94,28,4,48,30,0,2.0,7,7.0,2,1,0,1.0,0.0,,0.0,1.0,0.0,0.0,,,,
80,318,173,15,226,5,3.0,114,7.0,5.0,75,7,95,65,53,2,73,41,0,5.0,0,18.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
82,249,136,13,306,4,3.0,92,2.0,7.0,145,36,85,70,32,2,54,32,3,3.0,7,7.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
79,276,144,22,248,9,4.0,106,3.0,6.0,108,31,79,69,42,3,57,38,1,1.0,4,11.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
56,279,163,14,234,3,5.0,98,1.0,8.0,84,28,82,75,37,3,49,33,1,0.0,5,11.0,0,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
69,311,193,14,253,9,4.0,97,0.0,4.0,99,27,90,78,35,1,54,44,0,6.0,4,9.0,0,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,
91,302,175,13,306,6,3.0,125,2.0,5.0,100,21,72,89,40,10,81,38,3,2.0,0,12.0,0,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
76,273,166,15,306,6,4.0,101,3.0,0.0,94,6,57,87,20,3,71,34,1,2.0,6,7.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
59,263,117,10,237,6,3.0,92,2.0,5.0,91,18,77,98,41,2,59,46,1,1.0,4,11.0,0,2,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
66,260,125,9,256,5,8.0,123,1.0,5.0,98,15,74,71,46,4,47,57,0,3.0,1,11.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,
71,301,121,14,215,5,1.0,131,3.0,4.0,86,21,85,81,36,5,45,36,1,0.0,4,20.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
101,309,125,12,247,4,7.0,115,1.0,3.0,98,15,90,88,45,0,42,45,0,1.0,0,17.0,0,0,0,2.0,0.0,,0.0,0.0,1.0,0.0,,,,
89,324,172,8,284,7,5.0,121,5.0,4.0,91,15,94,98,42,10,64,44,2,1.0,4,11.0,2,3,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,
97,286,180,12,307,3,8.0,119,6.0,3.0,84,5,64,95,33,10,66,32,4,1.0,3,14.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
53,241,170,5,264,4,6.0,97,3.0,5.0,81,10,72,102,24,6,65,39,0,4.0,2,8.0,0,1,0,5.0,0.0,,0.0,0.0,0.0,0.0,,,,
90,286,138,16,191,3,5.0,117,4.0,4.0,87,15,78,94,42,6,55,31,1,3.0,1,16.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
90,284,128,9,211,5,2.0,149,5.0,9.0,86,5,79,74,52,2,52,42,1,4.0,0,18.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
81,307,146,15,251,4,6.0,156,4.0,0.0,82,13,79,79,38,7,59,43,2,2.0,1,14.0,0,3,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
62,327,137,14,277,2,3.0,139,3.0,3.0,111,11,92,97,44,7,49,48,1,2.0,2,18.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
85,298,187,10,256,2,5.0,115,5.0,5.0,97,15,108,93,50,3,68,35,3,3.0,4,12.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
63,287,197,12,295,4,1.0,118,3.0,4.0,77,6,75,92,24,4,64,32,0,3.0,0,15.0,0,2,0,5.0,0.0,,0.0,0.0,0.0,0.0,,,,
61,231,175,6,305,5,6.0,132,5.0,7.0,93,11,59,92,24,4,65,40,2,3.0,5,14.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,
131,426,142,15,261,12,8.0,185,8.0,17.0,108,20,86,84,69,6,74,38,2,2.0,1,9.0,0,1,1,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
74,263,141,21,294,3,7.0,158,6.0,6.0,96,9,71,75,45,7,60,49,0,1.0,0,22.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
73,299,147,14,279,4,6.0,158,5.0,6.0,97,11,98,94,57,3,60,53,0,7.0,0,17.0,1,5,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
65,277,127,16,236,4,4.0,152,2.0,5.0,87,7,94,89,37,3,58,43,0,3.0,1,21.0,1,2,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
62,317,150,13,215,7,3.0,158,2.0,13.0,100,14,77,105,47,6,70,38,1,1.0,5,18.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
59,269,210,12,286,1,2.0,89,5.0,4.0,75,9,68,99,35,0,74,42,2,2.0,2,13.0,1,0,0,7.0,0.0,,0.0,0.0,0.0,0.0,,,,
66,240,189,3,268,2,3.0,73,2.0,1.0,78,5,69,99,18,3,69,30,1,4.0,6,10.0,3,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
64,306,157,19,256,4,5.0,117,5.0,5.0,62,12,94,109,40,6,45,43,0,1.0,2,22.0,0,0,0,7.0,0.0,,0.0,0.0,0.0,0.0,,,,
63,320,159,19,279,8,7.0,138,2.0,7.0,79,9,102,90,46,7,55,37,1,2.0,2,22.0,1,1,0,6.0,0.0,,0.0,0.0,0.0,0.0,,,,
73,299,151,12,237,5,6.0,114,2.0,6.0,99,17,92,100,45,3,51,43,0,2.0,3,16.0,1,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
73,280,141,13,265,5,5.0,139,5.0,3.0,76,8,96,95,44,2,79,42,0,2.0,1,21.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
75,323,176,13,246,6,5.0,117,3.0,5.0,91,16,102,116,48,7,60,47,1,1.0,4,9.0,1,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
54,269,181,9,247,6,6.0,80,1.0,6.0,79,12,71,108,21,5,50,32,1,3.0,3,9.0,0,1,0,2.0,0.0,,1.0,0.0,0.0,0.0,,,,
59,233,145,4,253,5,4.0,101,2.0,3.0,69,11,75,102,17,1,66,31,1,1.0,1,10.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
90,338,142,11,222,2,2.0,106,1.0,6.0,81,10,109,85,54,4,57,23,0,6.0,1,14.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
97,277,138,13,222,1,1.0,125,3.0,7.0,90,5,85,77,37,5,67,39,0,1.0,0,17.0,0,2,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
82,275,156,14,240,8,5.0,137,4.0,6.0,93,12,83,109,32,4,52,35,1,2.0,2,17.0,0,3,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
62,293,166,12,258,6,3.0,117,1.0,5.0,88,14,94,102,61,4,46,36,0,2.0,3,23.0,1,3,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
73,329,172,18,281,6,6.0,129,3.0,8.0,86,13,88,101,50,3,60,43,1,1.0,3,15.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
80,313,200,17,316,5,8.0,105,6.0,4.0,96,12,82,94,38,5,65,40,2,4.0,1,16.0,1,0,0,6.0,0.0,,0.0,0.0,0.0,0.0,,,,
56,264,197,19,338,2,7.0,104,3.0,4.0,82,10,56,92,23,4,55,23,0,3.0,3,18.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,
66,267,160,11,271,2,5.0,104,1.0,9.0,87,8,80,80,49,3,57,28,0,3.0,2,14.0,0,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,
76,277,149,9,256,5,9.0,138,4.0,5.0,95,8,85,93,44,5,68,39,1,1.0,1,21.0,0,2,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
59,266,127,7,237,2,2.0,139,1.0,3.0,72,7,97,74,51,4,65,36,1,2.0,1,16.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
64,266,146,17,190,5,4.0,180,0.0,8.0,79,8,98,83,46,3,45,25,1,1.0,0,6.0,1,1,0,2.0,0.0,,0.0,0.0,1.0,0.0,,,,
70,306,164,16,253,7,2.0,151,0.0,5.0,80,4,88,105,49,3,51,35,0,1.0,3,13.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,
60,284,200,15,259,3,3.0,170,3.0,5.0,51,10,79,83,28,4,59,36,0,1.0,2,14.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,
83,240,189,11,262,4,6.0,107,3.0,1.0,79,10,67,88,27,3,85,26,3,3.0,4,12.0,1,0,0,6.0,0.0,,0.0,0.0,0.0,0.0,,,,
